,comentario,liguagem
34,"I have never considered myself an Adele fan. As a matter of fact I can't name another song of hers. But this one here, HOLY SHIT .....I heard it on the radio and had to come to YouTube to find out who was behind this amazing sound...what a voice The Lord Blessed her voice so she could bless our ears",en
35,Que mulher maravilhosa! Eu poderia passar o resto da vida olhando pra ela e ouvindo ela cantar...,pt
36,Uma Perfeição essa música ,pt
37,"This woman has some serious talent and every time she sings, no matter what it is, I'm moved both emotionally and physically. Love!",en
38,Adele never gets old because she's forever young ,en
39,"amei, adele é demais",pt
40,"I'll admit and feel grateful that Adele's ""Easy on Me""  speaks volumes about how I feel inside. The exception is that she has a phenomenal talent so the truth is so beautiful.",en
41,"Maravilhosa...sem palavras e ela brilhaaaa, mas que o sol️",pt
42,"First of all, i wanted to give a huge respect for everyone works behind Adele's album and didnt spoil anything on the internet.
This is such a masterpiece. Adele, thank you so much for expressing your feelings to a song, and share it with us ️",en
43,I didn't know adele still made songs like this. ️ I thought this was one of the older ones that got popular recently.,en
44,Adele é uma pessoa apaixonante eu amo,pt
45,"Great Singer with a beautiful voice, really puts feelings in a song and you can feel it, awesome!",en
46,honestly love this song.... not a day goes by without listening to this song...,en
47,"Its kinda crazy how Adele literally hasnt missed. Seems like everything she puts
 out never fails to get you to want to be in your feelings. :( ",en
48,"Its sweetness and lightness are incredible, it sounds like an angelic voice, a voice that calms, that reassures.  I'm brazilian and I really admire Adele, one of the voices, if not the greatest, most beautiful in the world.  Time has passed, but even today she continues to triumph with her songs and her splendorous voice.️",en
49,Vou zerar a vida quando assistir um show dela,pt
50,This womans vocal dynamics is an extraordinary gift.,en
51,Que voz é essa??? Com certeza de outro mundo!!!,pt
52,First time i heard the song and I just bawled my eyes out. This hits home for people like me who got into commitment at an early age. Didn't got the chance to explore the world. Didn't get to make a better choice. What a masterpiece.,en
53,"Lyrics: 
There ain't no gold in this river

That I've been washin' my hands in forever

I know there is hope in these waters",en
54,"Chills went up and down my spine when I first watched this video. What an amazing performer she is. Thete is nobody else at her level- not tight now.
When she first came out onto the international stage, and with the voice she has, I figured she would go nowhere. I goofed that one big time.",en
55,Música maravilhosa ,pt
56,I've heard this many times but this is the first time I LISTENED to it and I'm shook.  I've never felt a song before that spoke so personally to me.  It says everything I've ever wanted to say but didn't have the words.,en
57,"When you can't relate to a song, but it still moves you. The power of Adele.",en
58,"Hearing this song is like winning the jackpot . Way to rock it, Adele ",en
59,Maravilhosa sempre,pt
60,I love how she speaks about her being young when she married and now she's giving herself the chance to live...to feel... to breathe life in her own way. Just because her and her ex separated doesn't mean she failed as a wife or a mother. ,en
61,She Absolutely knocks it out of the Park.!!!️️️️️,en
62,A melhor cantora do mundo,pt
63,2023 and still can't get over this song ... Such a masterpiece.....,en
64,Helps me to practice high notes and an amazing song even if this was one year ago or two.,en
65,"As someone who is the same age as Adele, I always loved how she reminds me it’s ok to feel certain ways with every new chapter in the journey. She is a welcome blanket of comfort after a crazy couple of years!",en
66,"Her voice is marvelous, sounds like an angel  it’s too beautiful …",en
67,"Listening this song on the radio, and finally found it. I love it",en
68,"""I changed who I was to put you both first but now I give up""

Every time I remember this song in front of my little son I can't help my self from crying. I really love him but I can't keep my self in a relationship like that. I hope one day he goes easy on me",en
69,Amo essa cantora cara,pt
70,"This is one of the songs that the more you listen, the more you appreciate.",en
71,Essa música é uma verdadeira obra de arte,pt
72,Just so good!,en
73,I absolutely love this song!,en
74,Adele remains one of the greatest ️,en
75,Muito top essa musica linda demais voz dela também,pt
76,"Her voice, her lyrics, her artistry, her beauty, everything about Adele is TOP TIER!!!",en
77,Perfeito sua voz ,pt
78,I love hearing Adele sing. Soothes and relaxes me,en
79,Adele tem uma voz perfeita! Que maravilhosa! Eu amo tds as músicas dela! ,pt
80,I love how this song can be applied to relationships but also the decisions we’ve made in our lives as well. It makes you reflect on all the mistakes you made when you were young and felt like you needed to have it all figured out.,en
81,"How her songs are always so relatable, I am not even 24, but this song is staring into my soul.",en
82,never thought I was an Adele fan until this song.  Wow!  love her!,en
83,Música linda ️,pt
84,She kept me going when they never took it easy on me ,en
85,"Its sick when you hear it but was never trying to sing or learn how to ... its INSANE when you actually do try to learn and know some stuff about singing, then you know this is REAL TALENT. I MEAN ... R E A L .",en
86,"love the fact we all love Adele, and doesn't care if she breaks more records than our favs lmao she's such a queen",en
87,Linda mano muito fã 🇧🇷,pt
88,A maior artista que esse mundo ja viu. Adele é unica e inigualável.,pt
89,I'll always be impacted by her dedicated vocal encouragements and dynamics,en
90,This song is so awesome. It is just really good.,en
91,It's amazing how this song is touching the lives of so many different people across the world and we can all relate with the lyrics because sometimes life is hard and sometimes we're hard on ourselves and others and we need to learn how to take everything one day at a time and know that life can't be highs all the time or lows all the time but a mix of both and we have to be kind to ourselves because at the end of the day...we've only got ourselves when we lie down at night ,en
92,"Thank you Adele, you wrote this song just for me.",en
93,"Adele e sua voz Angelical, essa mulher parece um anjo cantando. É incrível como sua voz tem o poder de acalmar-nos, sua voz alcança nossa Alma e acalma e conforta nosso coração !!!! Além de causar arrepios.",pt
94,"I really love Adele ,your vocals is absolutely beautiful",en
95,Ai como essa música e linda ,pt
96,"This song will mean a lot, to many many people, for a very long time to come. As an artist I can’t think what more you can achieve. Just stunning.",en
97,Maravilhosa ,pt
98,This song...just the expression of my heart ️,en
99,it's great to be immersed in this relaxing music .. all my fatigue seems to vanish and now it's just relaxing,en
100,There is no words to describe how beautiful this woman's voice is but an angel I think!.,en
101,"I don’t have any reason to be sad but every time I listen to Adele, I just deserve to cry ️",en
102,Canta muito bem ,pt
103,Sou apaixonada nessa música,pt
104,Another masterpiece by the queen of melody herself....,en
105,Sou apaixonado por essa cantora linda maravilhosa ,pt
106,I remember chasing pavements as her first song on iTunes and it was so beautiful. Fast forward to this and it still gives the same feeling as the first time you hear her music. She just knows how to make good music.,en
107,Adele's music is a genre of its own,en
108,Sou fã ,pt
109,"God, thank you good lord for blessing us with this magical, mystical beautiful voice!!!! The would is peaceful when listening to your music & lyrics!!! Thank you.",en
110,"This is an absolute masterpiece. Ever since I first listened to Rolling in the Deep back in 2011 I became obsessed with Adele. I was just 10 years old, and now listening to this song is just pure gold, her voice is as perfect as always and the lyrics are very deep. Much love all the way from Mexico City. This song will be a hit.",en
111,"""I was still a child, I didn't get the chance to feel the world around me"" hits hard ",en
112,This song  moved my soul in places i couldn't fathom ⚘️,en
113,Essa é simplesmente a mulher mais linda e encantadora e talentosas que já vi em toda minha vida felez por amar Adele,pt
114,Her voice soothes  dark souls  like  butter on bread !,en
115,"Yet another great song, thanks Adele!",en
116,Incredible how Adele can get more than 50 million views in 1 day with just her voice. She is THAT powerful.,en
117,Essa mulher está em outro nível..,pt
118,"Rapaz, que canção top!",pt
119,Masterpiece here. Adele is one of the greatest  singer today. Yes she is that talented.,en
120,"She's really perfect, on story telling, the vocals everything actually. She's perfect",en
121,Love you adele what a amazing song ,en
122,Aí meu coração ,pt
123,simplesmente um hino da diva.,pt
124,"My 20's disappeared so quickly & my youth fleeted quicker than I could even process... Thank you so much for such a beautiful, relatable song. I felt this to my core.",en
125,"Great song Adele..nice video, loving the piano",en
126,Essa música toca de uma forma,pt
127,forever  Adele faz parte da minha vida há nos ,pt
128,"Adele just has that Timeless quality, simply stunning.",en
129,This is a Masterpiece by Adele,en
130,"Here after watching the Netflix documentary on her, which is very good btw. I knew she was talented, even bought the early albums. But the show just reminded me she really is something truly special. THAT VOICE!",en
131,This is a lovely song for me. Your voice is amazing.,en
132,Her voice is so amazing that everything she makes is a hit.,en
133,What an amazing voice as always,en
134,Greatest singer of all time.,en
135,"For me this musical video it's very good, they music of Adele si amaizing her voice sound like a angel.
It's high notes are very good and clean.
She describes her life with each song ando each video, she deserves every Grammy.
She still likes to walk among his fans at his concerts to live with them and has even helped make marriage proposals, he likes to joke and sing with all his heart towards his fans.",en
136,"Adele ,It's been a year since my mom passed & it's been the hardest year of my life ! 
I don't know how much longer I'm gonna be able to hang on ! 
Thank you for ALL that you do ! You don't know how much your music has helped me the last year & a half !!! ️",en
137,She never fails to impress her fans and even those who aren’t even her fan!,en
138,This song got me through my postpartum depression ,en
139,Amo tanto esto ,pt
140,Essa música é muito linda,pt
141,"As a survivor of traumatic experiences. This song goes hard. To all my lovely people out there. Let's go easy on ourselves please? You're doing just great. You're perfect. You don't need anybody tell you otherwise. What you've been through you never deserved it. You deserve better. Continue living, we can get through this. You're not alone. Everytime you feel like giving up, look at the sky and the stars. I am looking always, you're not alone. I love you beautiful soul ",en
142,"My husband wanted me to listen to this song,two weeks later I lost him.This song got to his very soul and I wish I could say baby,tell me what happened in your life before me,whereas this song could almost speak for you and I couldn’t understand without you telling me.I,read comments by others to see what this song meant to them.I played it at his funeral and I’m sure his family understood.Well baby when we met you reminded me also of Tennessee Whiskey (24) looking for what was missing and there I was for 38 years ",en
143,Amo essa canção ,pt
144,amo essa musica,pt
145,"Hoje (07/04/23) longe de casa, morando em Manaus, ouvindo essa música e sentindo uma lacuna no meu coração. Longe da família, dos amigos, do meu habitat, enfim.. 

Ouvindo Adele.. me ajuda pensar na vida !",pt
146,What an amazing song and voice,en
147,Everytime she comes back you will know that her song is another masterpiece ,en
148,Please my Sista. Keep sharing all of you if can!  Never mind what the world says. Your gift is eternal. Your gift gifts has helped me get through my daughters fight with cancer. She loved your work always. I do too! But this new album is fire. Keep going Sista if you can. I know a little piece of you is in every note,en
149,Me dar uma nostalgia toda vez que vejo esse vídeo clipe. A notificação me tremeu todinho.,pt
150,this is literally the first Adele song that actually inspired me to learn how to sing it.  I was born in the late 80's.,en
151,"That’s music… that’s talent, pure talent. In times like these where you have people everywhere without any talent",en
152,"i can't stop coming back to this - her personal growth, her musical growth, the lyrics, the simple but addictive instrumental. ugh, everything about it is perfection. love love love.",en
153,Voz e musicas maravilhosas .,pt
154,When I felt my emotions changed from the music and words... rated it masterpiece.,en
155,My 7 month old granddaughter has loved this song since my Daughter sang it to her when she was newborn. It instantly calms her down & makes me cry if I hear it & I’m not with her ,en
156,Adele has the kind of voice you never get tired of listening to.,en
157,I saw a video and saw Adele.From now on I am her admirer as a human being.Because now I see Adele not only with eyes but with mine. 🇧🇷,en
158,Every time I hear it I say how is it possible for a person to have such a beautiful voice,en
159,The day this video was released was the day my daughter was born. I’ll never forget it. Now we sing to it! This song and “Clover Cage - Learning To Love Myself” are the two songs that helped get rid of my depression. I just want to send love to everyone and I want everyone to know things will get better. We are in this together..I love you ️,en
160,Probably one the greatest voices in this century,en
161,Adele pra min e a melhor cantora do mundo,pt
162,I love this song ,en
163,this is literally the most heartfelt song I have ever heard form her. Stunning piece of music. Really speechless,en
164,Love this song,en
165,heard almost all songs for her but this one just heal everything on me,en
166,Adele! I am from Poland. You moved my heart so many times... Please don't stop to surprise us...  Love you,en
167,Your music is awesome. I really like it.,en
168,Adele is everything. Getting chills when listening to this…,en
169,"There ain't no gold in this river
That I've been washin' my hands in forever
I know there is hope in these waters
But I can't bring myself to swim",en
170,She's amazing ,en
171,The most fantastic voice I have ever heard in 72 years .,en
172,"I relate to this song so hard.
Adele really knows how to speak to our souls.",en
173,"I sang this song for my musical theater audition
It’s such a great song and it was the perfect song for that audition",en
174,que música linda.. tô chorando aqui,pt
175,a melhor cantora do mundo,pt
176,Love this Song!,en
177,"6 years later, and it was totally worth the wait. 
she's the type of artist that set a genre of her own. nowadays when we listen to some kind of music, we say ""this is so adele"". this is how talented she is. period.",en
178,I love this Song ,en
179,I just love this song  🫰,en
180,She is so awesome!,en
181,"The vocals and her way of singing is just AMAZING. She is the legend of our era. She is the one who will make music industry great again. So simply just Adele and her voice is all you need. No dancing girls, fancy clothes, low lyrics. She sings for us all. The words will hit you to the heart. Thank you Adele for sharing your heart and talent with us. I respect and admire you Beautiful Soul.",en
182,her voice hugged my heart,en
183,I luv this song.   So much In it ,en
184,As usual magical voice ever after years on years....,en
185,"This is so heart filling  I love it, love your ",en
186,2023 I’m still here I love her I allowed my mother to listen to her music on repeat before I loss my mother ,en
187,"adele really has one of the most unique, unmatchable voices on this planet",en
188,Grateful for this song. The song that liberated me️,en
189,Love this song ,en
190,Adele o Brasil Te amar !,pt
191,Cadê os brasileiros que amam essa música esse clássico café aqui,pt
192,Amei essa música tô visiado nela,pt
193,"Her return is so appreciated. We have a new version of her, but with the same vintage royalty. I'm loving it! ",en
194,Chapeau! She is wonderful,en
195,Love this song its beautiful,en
196,She's one of the singers amidst others that keeps reminding me talent is actually necessary,en
197,Muito maravilhosa mexeu comigo,pt
198,Que voz é essa Jesus,pt
199,Adele strikes the heart chord of every song she sings. A contemporary voice that challenges us to raise up and speak our truth. God Bless you Adele,en
200,"I love your music, she is beautiful ",en
201,"Adele, You are an Angel in this World. God bless You for ever.",en
202,HER VOICE IS SO BEAUTIFUL HER VOCALS ARE SHARP & SMOOTH .WHAT DOES THE REST OF THE PEOPLE ON THIS FORSAKEN PLANET THINK OF HER VOCALS .THIS GOES OUT TO MUSIC LOVERS ........,en
203,love this song,en
204,I'm so glad that Adele bounced back from disastrous issues within her personal life and came out stronger and wiser than ever before. Now she can reflect and tell her story though her new music to share with the world. I love and missed Adele. So glad she's back. ,en
205,Wish I had the words for this amazing  woman,en
206,2023! I cant stop to listen this song A real Legend,en
207,I love you Adele  your music is so beautiful ️ and so are you ,en
208,"I haven’t listened to her for a few years, but coming back feels like coming home <3",en
209,love this song,en
210,"To me Adele is the most talented and beautiful woman in the world but yet I feel like she doubts herself. And that is the real curse of being a woman. You can be an amazing mother, the best singer in the world, an incredibly beautiful woman and still think you aren’t good enough. So thankful she bring us into her world and delivers her art.",en
211,I love that song it's my favourite,en
212,Não existe coração durão quando toca Adele... ,pt
213,"She said this is definitely the most personal album she has released yet and now I know why because when she says 
 “Go easy on me, I was still a child and didn't get the chance to feel the world around me.” I think she's singing to her son trying to get him to understand how difficult it was when she chose a divorce. Great song ",en
214,Love this,en
215,Your music is awesome. I really like it.,en
216,I love this women ,en
217,"Adele is the singer I can’t get enough with. Just hearing her songs and her, herself is phenomenal. A queen indeed!!️",en
218,The day this video was released was the day my daughter was born. I’ll never forget it. Now we sing to it! This song and “Clover Cage - Ego Dissolution” are the two songs keeping me sane through these tough times. I just want to send love to everyone and I want everyone to know things will get better. We are in this together..I love you ️,en
219,This song hits hard!,en
220,"World without words,  only hearing, and I'm in next Dimensions.... all, what I'm feeling is there... Thank so much Adele",en
221,"Finally we're getting blessed with that wonderful voice again. 
I hope that everyone reading this has a great day with a lot of music! ",en
222,I love this song every time I hear it I cry,en
223,Best voice on this planet.,en
224,It feels like this song was wrote for me and my situation,en
225,"I cried through whole thing. Honestly, anything Adele puts out is a master piece.",en
226,Age is just the number. Charisma is forever.and that's you. Your voice is mesmerizing. And those lyrics are  truly awesome. u a lot.,en
227,"Simplesmente a melhor cantora de todos os tempos!! Que timbre impressionante e cações maravilhosas. Vale destacar que sempre se apresenta com elegância e com roupas de excelentíssimo bom gosto, belíssimos vestidos e roupões!!!",pt
228,This song is a work of art,en
229,As músicas da adele fala de tristeza e depressão,pt
230,"What a stunner. Love your music ..


.",en
231,This woman sings like nobody else. A treasure.,en
232,Im always going crazy if I hear your voice  love you so much  #Legend,en
233,"I'm Sharing this song with a woman (friend) who crossed my path, that I care about. ThankYou for a beautiful song, ADELE. You have a beautiful spirit. MB",en
234,Incredible ,en
235,"There ain't no gold in this river
That I've been washin' my hands in forever
I know there is hope in these waters
But I can't bring myself to swim",en
236,"It's safe to say, the world missed Adele in the music scene and spotlight. 

Welcome back Adele!!",en
237,"Indeed, a creatively designed reality, which surrounds us all and which happens today, as it did in the past.

Precious Voice, dear Adele.
Lovely to listen to.",en
238,What a singer!!!,en
239,I love Adele because I always love her song and she is my favorite singer,en
240,I never listened to Adele much but when  she said “there ain’t no gold in this river”  I got goosebumps! This is Grammy deserving art!,en
241,I gave my middle child up for adoption in 2007 and she just found me a year ago and we are now building a great relationship and this song makes me cry like a baby because of it ,en
242,This song....tears just pouring down my face every time I hear it.  It's ridiculous.  Lol.,en
243,"I  this song, it really hit your heart in true (Adult Character). Will be continued """,en
244,"She can sing ""e"" better than literally anyone. Her voice is like soft butter on fluffy dinner rolls.",en
245,I can relate all the lines with my life.,en
246,This song is about me  it hurts to listen and I cry at times. However I have no regrets. It’s time for me to live my life and do the things I want to do.,en
247,The older I get the deeper lyrics of songs resonate with me. This song is a masterpiece.,en
248,Her voice is so powerfull,en
249,What a voice! I would love to hear Adele cover Dusty Crown by Nevermade Silence.,en
250,Every time I hear it I say how is it possible for a person to have such a beautiful voice,en
251,Her voice is so unique in this song. Great way to come back after 5 years,en
252,I'm here because of that one video I saw on Instagram of a little girl singing this song!  Man that little girl has a very beautiful voice! Wish Adele could see the video of that girl.,en
253,Only Adele will keep you waiting and watching her doing house chores for 2 minutes before you can listen to her song,en
254,"wow, this is a real song by a real singer. thanks god for giving Adele to us.",en
255,"Her voice is like she stands nearby, so deep",en
256,"The way she looked at the end was so heart wrenching, you could almost read her mind and feel the emotion with her. Lets not forget the symbolism of it going from black and white to color. In the beginning it seemed so familiar, just like I had always remembered her videos from my childhood, then halfway through it goes into color, meaning she finally has clear vision, knows right from wrong, and has grown up. Magical",en
257,Just so in love with this song..,en
258,I love this song ,en
259,Estou morrendo.  de saudades dele,pt
260,"Idc if this isn't bomb to others but to me, this sounds like home. Adele is still THAT amazing after so many years. Her songs are timeless.",en
261,Beautiful Song.Grammy's Gave Her an Award.It's Beautiful.,en
262,"Essa mulher faz a gente chorar , misericórdia",pt
263,If you want to feel your 21 then go to her album 21 and you will rem every small fear you conquered and your here at your 30  congratulations guys !,en
264,I really love this song,en
265,How does Adele keep finding these unique words these hooks these phrases. She is a magician,en
266,"There ain’t no gold

In this river

That I’ve been washing my hands in forever

I know there is hope",en
267,Amazing song Adele you are a brilliant artist,en
268,Love this,en
269,I love this song,en
270,"There ain't no gold in this river
That I've been washin' my hands in forever
I know there is hope in these waters
But I can't bring myself to swim",en
271,The subtle “here we go again” after she says that she’s losing signal—just like in Hello when she says she doesn’t have a signal. As well as the beautiful parallels of her walking into the house in Hello and now she’s walking out of it… Ugh and the same driveway. ️,en
272,One thump up can't be enough for this masterpiece,en
273,I love this song,en
274,"️ it!
The beginning reminds me of ""Hello"" all over again!  Right when that phone rang! ",en
275,"This really sounds like a song for her son, Angelo. She said in interviews that this album is for her son, and I feel like the first single is her asking her son to understand the choices she made that have affected him.

On the divorce:",en
276,"Beautiful Song! But HELLO is still #1 of all time, for me!",en
277,I love that song,en
278,"Adele always chops onion on us with her music. This is yet another masterpiece, keep shining girl.......Love from Zimbabwe",en
279,A Adele Nasceu No Dia 05 De Maio De (1988) Há 34 Anos Atrás  E Ela Já Vai Completar 35 Daqui Pra Maio Já Velho O Tempo É Uma Flecha ,pt
280,Adele your voice is so beautiful and I love your music and you,en
281,beautiful and powerful voice wow,en
282,amazing well deserved the grammys,en
283,"""There's nothing stronger than a broken woman who has rebuilt herself."" ♡ So glad she's back! ♡",en
284, Really nice song,en
285,Top demais,pt
286,Real song of the year ️,en
287,Te amo adele ,pt
288,"When she says ""I change who I was to put you both first but now I GIVE UPPPPPP"" 
chills, literal chills",en
289,Está  musica faz parte da minha história de amor ,pt
290,"From brazil, thank you, adele!",en
291,"Lyrics
There ain't no gold in this river

That I've been washin' my hands in forever

I know there is hope in these waters",en
292,I'm so glad this song won her a Grammy,en
293,I can definitely relate to this song,en
294,"''I was still a child,  I didn't get the chance to feel the world around me. I had no time to chose what I chose to do. '' that just hits home for me. I was 15 and a bunch of adults decided that I couldn't chase my dreams because someone would feel so alone without me.. it destroyed me.",en
295,She deserved that Emmy,en
296,"hat I chose to do
So go easy on me

There ain't no room for things to change",en
297,"Wow, does this hit home...so many things were taken out of my control, and I just went in to survival mode. I am ready to break these chains that bind me and choose, for the first time, what is right and good for me, with the Grace of God ",en
298,I was having a hard morning. Depression sucks. Started my day being down on myself. Then I heard this song. It made me think about my son and how happy he is. It really changed my day. Thank you!,en
299,One of the most classy women singer performer we have in this generation a classy lady our daughters can look up too.,en
300,"One word: chills.

There's no other way to explain what her voice does",en
301,Listening in 2023 and still love this song!!!,en
302,music incrible ,en
303,"I never get over it, it's something magical and really incredible.   you are one of my greatest music icons, you are light Adele.  She  who is still listening to her now in 2023...?? ",en
304,Adele's voice hits all the right senses in your body. Goosebumps all over,en
305,"Wow, is that a fantastic voice!",en
306,"Adele has a real talent, for using a piano backing, you almost don't realise is so powerful.  Her soaring vocals, envelop you in their glorious beauty.  But, in perfect harmony. The deep, smooth piano, lurking in the background.  A perfect accompaniment, to her genius.  This is a truly beautiful, and moving exploration of the senses.  Welcome back Adele, hope you stick around.",en
307,The most beautiful song written in the last decade ,en
308,"This song reminds us of the many arranged marriages that occur in places like Africa. A population that is vastly full of young people under the age of 30. Out of the many arranged marriages, very few find themselves with patient, understanding and caring partners. Thus leaving many to sing to the tune of 'Easy On Me'",en
309,"Adele, be strong, laugh because your smile is very beautiful and attractive, and pray for what you care about",en
310,Love this song ,en
311,I didn't realise she was the one . I was a child that time . Doesn't matter if years passes by . If you are reading this I just want you know that I still miss you . Wherever you are I just wish you a happy life . The punishment I am suffering is worth it.  I deserve it .,en
312,Such a powerful song. Adele came back stronger than ever!,en
313,Great Piece of Work Out here Best Friend Adele ,en
314,"Quanta perfeição! Nunca canso de ouvi-la, me emociono sempre. Aliás, são tantas emoções diferentes em cada música, por isso amo tanto!",pt
315,"There ain't no gold in this river
That I've been washin' my hands in forever
I know there is hope in these waters
But I can't bring myself to swim",en
316,The Queen...............,en
317,"lyrics 

there aint no gold in this river
In this river",en
318,"This is truly that one song which I wish was longer. It reminded me of my mother. She's currently 53 and got divorced 13 years ago, when I was 7.
 She's done everything for me, and by saying that I mean literally everything. There were times when I was acting like a brat but she still showered me with her unconditional love. She fell in love but ignored that feeling for my sake, saying she wanted her attention to be fully focused on me.",en
319,Adele eu sou seu fã eu canto suas músicas,pt
320,i love this song. thank you so much. (:,en
321,"My newest ,  favorite ( ADELE - song )!!! God bless ️",en
322,Feel the world around me I had no time to choose what I had to do... ,en
323,"When Adele said “go easy on me, i was still a child, didn’t get the chance to feel the world around me, i had no time to choose, what i chose to do, so go easy on me,” i felt that :)",en
324,"Love this Adele, so beautiful...",en
325, adele's also one of THE G.O.A.TS.! ,en
326,"Adele never disappoints!  Her voice is just Perfect and her emotional vulnerability is evident in every aspect of this sweet song of love,loss and self expression of her deep feelings about how she's tried! I can't wait to hear the entire album!!",en
327,"Beauty, Romance,dressed like a lady & Slow dancing.
That was life. 
Peaches  JAMAICA  🇯🇲",en
328,"Adele is the best #1, hands down.",en
329,"This house is your soul, right? ",en
330,"Happy 35th Birthday Adele!(Born May 5, 1988)",en
331,My parents divorced when I was around 12-13 I remember being angry and upset about it never understanding why they couldn’t be together. They were 18 when they had their first child and now listening to this song at 23 has helped me understand my mom so much better she was so young and hadn’t experienced so many things. She had to practically put her life on pause and become someone she wasn’t. It’s amazing seeing how her personality has shined through and how much happier she is now. I’m sorry if I wasn’t easy on you mom.,en
332,"There ain't no gold in this river
That I've been washin' my hands in forever
I know there is hope in these waters
But I can't bring myself to swim",en
333,The BEST forever️,en
334,This song kinda takes me back to a time I wasn't even born. Adele creates music for all generations. Her music is timeless. Legend!,en
335,Love this song it’s 2023 now and it’s an old song already but keep up luv don’t stop,en
336,I love this song ,en
337,"There ain't no gold in this river
That I've been washin' my hands in forever
I know there is hope in these waters
But I can't bring myself to swim",en
338,Nice  I love this song soooo much,en
339,"There's so much soul and emotion beautifully packaged in this song, and Adele's voice is so deep that it cuts. She is incomparably breath taking.",en
340,"There ain't no gold in this river
That I've been washin' my hands in forever
I know there is hope in these waters
But I can't bring myself to swim",en
341,"I love that this is a song that asks someone to try to see why you are claiming yourself again after being immersed in their world at the expense of your own happiness. I think it's quite clever that it seems to be asking forgiveness not only from another, but also somehow captures how sometimes we feel we have to forgive ourselves for putting ourselves first.  At least that's how I interpret it.  Beautiful both musically and lyrically.",en
342,"There ain't no gold in this river
That I've been washin' my hands in forever
I know there is hope in these waters
But I can't bring myself to swim",en
343,"When im going through legal separation from my cheating husband, my 4year old son hummed this in the car and i have to stop myself from crying.. 

Now it's just me and my son but this song still brings nostalgic memories.. a special song in my ",en
344,"There ain't no gold in this river
That I've been washin' my hands in forever
I know there is hope in these waters
But I can't bring myself to swim",en
345,D I O S A ,pt
346,"She knows how to involve audiences of all ages, the grammy awaits you Adele!",en
347,"If this ain’t playing at my funeral,I ain’t dying",en
348,Wow I love it keep going!,en
349,This song let me understand why I had to let my husband go because I married him young and although it hurts to let him go…I must so he can grow. ,en
